"TIN","TaxpayerType","TaxAccountNo","AssessmentNo","FormVersion","TaxPeriodYear","TaxPeriodMonth","ReceiveDate","EntryDate","DueDate","10TotalSales","20ExemptSales","30Zero-ratedSales","40AddLines20and30","50GSTTaxableSales","60OutputDebits","70DeferredImportLiabil","80GSTPaidBus.Input","90GSTPaidExemptSales","100GSTPaidPriv.Purpose","110AddLines90and100","120InputCredits","130OutputDebits","140DeductInputCredits","151GSTPayable","152GSTRefundable","160GSTS64ACrAllowable"
"500033876","ENTERPRISE",52597,3025668,3,2023,1,14-FEB-23,15-FEB-23,21-FEB-23,5123775.59,0,0,0,5123775.59,465797.78,0,322555.7,0,0,0,322555.7,465797.78,322555.7,143242.08,0,0
"500033876","ENTERPRISE",52597,3051916,3,2023,2,14-MAR-23,14-MAR-23,21-MAR-23,3040316.3,0,0,0,3040316.3,276392.39,0,64405.3,0,0,0,64405.3,276392.39,64405.3,211987.09,0,0
"500033876","ENTERPRISE",52597,3088422,3,2023,3,17-APR-23,19-APR-23,21-APR-23,3404409.56,0,0,0,3404409.56,309491.78,0,139930.16,0,0,0,139930.16,309491.78,139930.16,169561.62,0,0
"500033876","ENTERPRISE",52597,3116470,3,2023,4,16-MAY-23,17-MAY-23,22-MAY-23,3506185.75,36000,0,36000,3470185.75,315471.43,0,270534.78,0,0,0,270534.78,315471.43,270534.78,44936.65,0,1800
"500033876","ENTERPRISE",52597,3150771,3,2023,5,19-JUN-23,20-JUN-23,21-JUN-23,3111234.65,0,0,0,3111234.65,282839.51,0,211481.82,0,0,0,211481.82,282839.51,211481.82,71357.69,0,278.25
"500033876","ENTERPRISE",52597,3184031,3,2023,6,21-JUL-23,21-JUL-23,21-JUL-23,3366905.91,1210.04,0,1210.04,3365695.87,305972.35,0,164623.04,0,0,0,164623.04,305972.35,164623.04,141349.31,0,0
"500033876","ENTERPRISE",52597,3207289,3,2023,7,17-AUG-23,17-AUG-23,21-AUG-23,3045139.8,0,0,0,3045139.8,276830.89,0,256176.47,0,0,0,256176.47,276830.89,256176.47,20654.42,0,35.74
"500033876","ENTERPRISE",52597,3237138,3,2023,8,18-SEP-23,19-SEP-23,21-SEP-23,3777840.43,0,0,0,3777840.43,343440.04,0,286521.66,0,0,0,286521.66,343440.04,286521.66,56918.38,0,0
"500033876","ENTERPRISE",52597,3265789,3,2023,9,16-OCT-23,18-OCT-23,23-OCT-23,2974878.75,0,0,0,2974878.75,270443.52,0,236788.36,0,0,0,236788.36,270443.52,236788.36,33655.16,0,76.86
"500033876","ENTERPRISE",52597,3336735,3,2023,12,19-JAN-24,23-JAN-24,22-JAN-24,4038590.81,0,0,0,4038590.81,367144.62,0,194210.5,0,0,0,194210.5,367144.62,194210.5,172934.12,0,4860.75
"500033885","ENTERPRISE",39418,3027277,3,2023,1,05-FEB-23,16-FEB-23,21-FEB-23,41420.59,0,0,0,41420.59,3765.51,0,2847.38,0,0,0,2847.38,3765.51,2847.38,918.13,0,0
"500033885","ENTERPRISE",39418,3051674,3,2023,2,13-MAR-23,14-MAR-23,21-MAR-23,45280.42,0,0,0,45280.42,4116.4,0,2005.77,0,0,0,2005.77,4116.4,2005.77,2110.63,0,0
"500033885","ENTERPRISE",39418,3089972,3,2023,3,20-APR-23,20-APR-23,21-APR-23,41308.77,0,0,0,41308.77,3755.34,0,2203.18,0,0,0,2203.18,3755.34,2203.18,1552.16,0,0
"500033885","ENTERPRISE",39418,3165973,3,2023,4,03-JUL-23,04-JUL-23,22-MAY-23,36132.71,0,0,0,36132.71,3284.79,0,1441.17,0,0,0,1441.17,3284.79,1441.17,1843.62,0,0
"500033885","ENTERPRISE",39418,3165966,3,2023,5,03-JUL-23,04-JUL-23,21-JUN-23,40337.51,0,0,0,40337.51,3667.05,0,1392.84,0,0,0,1392.84,3667.05,1392.84,2274.21,0,0
"500033885","ENTERPRISE",39418,3165929,3,2023,6,03-JUL-23,04-JUL-23,21-JUL-23,37699.86,0,0,0,37699.86,3427.26,0,3149.15,0,0,0,3149.15,3427.26,3149.15,278.11,0,0
"500033885","ENTERPRISE",39418,3207229,3,2023,7,17-AUG-23,17-AUG-23,21-AUG-23,33801.91,0,0,0,33801.91,3072.9,0,2099.09,0,0,0,2099.09,3072.9,2099.09,973.81,0,0
"500033885","ENTERPRISE",39418,3240801,3,2023,8,21-SEP-23,22-SEP-23,21-SEP-23,40408.12,0,0,0,40408.12,3673.47,0,3102.11,0,0,0,3102.11,3673.47,3102.11,571.36,0,0
"500033885","ENTERPRISE",39418,3255625,3,2023,9,07-OCT-23,09-OCT-23,23-OCT-23,36355.01,0,0,0,36355.01,3305,0,2092.59,0,0,0,2092.59,3305,2092.59,1212.41,0,0
"500033885","ENTERPRISE",39418,3283213,3,2023,10,04-NOV-23,06-NOV-23,21-NOV-23,53870.73,0,0,0,53870.73,4897.34,0,1907.72,0,0,0,1907.72,4897.34,1907.72,2989.62,0,0
"500033885","ENTERPRISE",39418,3324319,3,2023,11,03-JAN-24,03-JAN-24,21-DEC-23,48699.06,0,0,0,48699.06,4427.19,0,2402.81,0,0,0,2402.81,4427.19,2402.81,2024.38,0,0
"500033885","ENTERPRISE",39418,3324332,3,2023,12,03-JAN-24,03-JAN-24,22-JAN-24,54634.91,0,0,0,54634.91,4966.81,0,2077.9,0,0,0,2077.9,4966.81,2077.9,2888.91,0,0
"500033894","ENTERPRISE",49169,3666069,3,2023,1,28-NOV-24,04-DEC-24,21-FEB-23,,,,,,,,,,,,,,,,,
"500033894","ENTERPRISE",49169,3668449,3,2023,2,28-NOV-24,06-DEC-24,21-MAR-23,12600,0,0,0,12600,1145.45,0,712.24,0,0,0,712.24,1145.45,712.24,433.21,0,0
"500033894","ENTERPRISE",49169,3668457,3,2023,3,28-NOV-24,06-DEC-24,21-APR-23,12600,0,0,0,12600,1145.45,0,48.22,0,0,0,48.22,1145.45,48.22,1097.23,0,0
"500033894","ENTERPRISE",49169,3668460,3,2023,4,28-NOV-24,06-DEC-24,22-MAY-23,12600,0,0,0,12600,1145.45,0,48.22,0,0,0,48.22,1145.45,48.22,1097.23,0,0
"500033894","ENTERPRISE",49169,3668469,3,2023,5,28-NOV-24,06-DEC-24,21-JUN-23,12600,0,0,0,12600,1145.45,0,116.13,0,0,0,116.13,1145.45,116.13,1029.32,0,0
"500033894","ENTERPRISE",49169,3668472,3,2023,6,28-NOV-24,06-DEC-24,21-JUL-23,19200,0,0,0,19200,1745.45,0,578.66,0,0,0,578.66,1745.45,578.66,1166.79,0,0
"500033894","ENTERPRISE",49169,3668479,3,2023,7,28-NOV-24,06-DEC-24,21-AUG-23,17220,0,0,0,17220,1565.45,0,47.96,0,0,0,47.96,1565.45,47.96,1517.49,0,0
"500033894","ENTERPRISE",49169,3668486,3,2023,8,28-NOV-24,06-DEC-24,21-SEP-23,12600,0,0,0,12600,1145.45,0,48.48,0,0,0,48.48,1145.45,48.48,1096.97,0,0
"500033894","ENTERPRISE",49169,3668493,3,2023,9,28-NOV-24,06-DEC-24,23-OCT-23,16560,0,0,0,16560,1505.45,0,49.41,0,0,0,49.41,1505.45,49.41,1456.04,0,0
"500033894","ENTERPRISE",49169,3668497,3,2023,10,28-NOV-24,06-DEC-24,21-NOV-23,16560,0,0,0,16560,1505.45,0,49.41,0,0,0,49.41,1505.45,49.41,1456.04,0,0
"500033894","ENTERPRISE",49169,3668509,3,2023,11,28-NOV-24,06-DEC-24,21-DEC-23,16920,0,0,0,16920,1538.18,0,124.43,0,0,0,124.43,1538.18,124.43,1413.75,0,0
"500033894","ENTERPRISE",49169,3668513,3,2023,12,28-NOV-24,06-DEC-24,22-JAN-24,17880,0,0,0,17880,1625.45,0,162.86,0,0,0,162.86,1625.45,162.86,1462.59,0,0
"500033929","ENTERPRISE",45649,3412242,3,2023,1,27-APR-23,09-APR-24,21-FEB-23,0,0,0,0,0,0,0,103.29,0,0,0,103.29,0,103.29,0,103.29,0
"500033929","ENTERPRISE",45649,3098942,3,2023,2,27-APR-23,28-APR-23,21-MAR-23,,,,,,,,,,,,,,,,,
"500033929","ENTERPRISE",45649,3098925,3,2023,3,27-APR-23,28-APR-23,21-APR-23,0,0,0,0,0,0,0,129.51,0,0,0,129.51,0,129.51,0,129.51,0
"500033929","ENTERPRISE",45649,3219506,3,2023,4,12-MAY-23,30-AUG-23,22-MAY-23,0,0,0,0,0,0,0,120,0,0,0,120,0,120,0,120,0
"500033929","ENTERPRISE",45649,3355030,3,2023,6,30-NOV-23,14-FEB-24,21-JUL-23,0,0,0,0,0,0,0,204.31,0,0,0,204.31,0,204.31,0,204.31,0
"500033929","ENTERPRISE",45649,3334007,3,2023,7,30-NOV-23,18-JAN-24,21-AUG-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500033929","ENTERPRISE",45649,3334012,3,2023,8,30-NOV-23,18-JAN-24,21-SEP-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500033929","ENTERPRISE",45649,3312002,3,2023,9,05-DEC-23,08-DEC-23,23-OCT-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500033929","ENTERPRISE",45649,3355039,3,2023,10,30-NOV-23,14-FEB-24,21-NOV-23,0,0,0,0,0,0,0,23.33,0,0,0,23.33,0,23.33,0,23.33,0
"500033929","ENTERPRISE",45649,3732360,3,2023,11,03-JAN-24,18-MAR-25,21-DEC-23,0,0,0,0,0,0,0,32.93,0,0,0,32.93,0,32.93,0,32.93,0
"500033929","ENTERPRISE",45649,3379706,3,2023,12,03-JAN-24,10-MAR-24,22-JAN-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500033938","ENTERPRISE",41861,3023151,3,2023,1,06-FEB-23,13-FEB-23,21-FEB-23,59868.9,0,0,0,59868.9,5442.63,0,5306.36,0,0,0,5306.36,5442.63,5306.36,136.27,0,0
"500033938","ENTERPRISE",41861,3048074,3,2023,2,06-MAR-23,10-MAR-23,21-MAR-23,20645.35,0,0,0,20645.35,1876.85,0,1771.95,0,0,0,1771.95,1876.85,1771.95,104.9,0,883.64
"500033938","ENTERPRISE",41861,3080714,3,2023,3,04-APR-23,11-APR-23,21-APR-23,44192.88,0,0,0,44192.88,4017.53,0,3921.12,0,0,0,3921.12,4017.53,3921.12,96.41,0,1560
"500033938","ENTERPRISE",41861,3109600,3,2023,4,03-MAY-23,10-MAY-23,22-MAY-23,32849.1,0,0,0,32849.1,2986.28,0,2922.6,0,0,0,2922.6,2986.28,2922.6,63.68,0,0
"500033938","ENTERPRISE",41861,3143024,3,2023,5,06-JUN-23,12-JUN-23,21-JUN-23,26866.6,0,0,0,26866.6,2442.42,0,2327.69,0,0,0,2327.69,2442.42,2327.69,114.73,0,0
"500033938","ENTERPRISE",41861,3169680,3,2023,6,05-JUL-23,07-JUL-23,21-JUL-23,34611.3,0,0,0,34611.3,3146.48,0,3063.44,0,0,0,3063.44,3146.48,3063.44,83.04,0,0
"500033938","ENTERPRISE",41861,3195636,3,2023,7,01-AUG-23,03-AUG-23,21-AUG-23,40933.9,0,0,0,40933.9,3721.26,0,3637.9,0,0,0,3637.9,3721.26,3637.9,83.36,0,760
"500033938","ENTERPRISE",41861,3228209,3,2023,8,06-SEP-23,07-SEP-23,21-SEP-23,38499.7,0,0,0,38499.7,3499.97,0,3415,0,0,0,3415,3499.97,3415,84.97,0,0
"500033938","ENTERPRISE",41861,3288525,3,2023,10,07-NOV-23,10-NOV-23,21-NOV-23,33546.5,0,0,0,33546.5,3049.68,0,2955.08,0,0,0,2955.08,3049.68,2955.08,94.6,0,0
"500033938","ENTERPRISE",41861,3310505,3,2023,11,06-DEC-23,07-DEC-23,21-DEC-23,35936.9,0,0,0,35936.9,3266.99,0,3170.7,0,0,0,3170.7,3266.99,3170.7,96.29,0,0
"500033938","ENTERPRISE",41861,3330935,3,2023,12,04-JAN-24,15-JAN-24,22-JAN-24,36685.8,0,0,0,36685.8,3335.07,0,3232.27,0,0,0,3232.27,3335.07,3232.27,102.8,0,0
"500033965","ENTERPRISE",28776,3034198,3,2023,1,14-FEB-23,27-FEB-23,21-FEB-23,581470.45,0,0,0,581470.45,52860.95,0,56745.18,0,0,0,56745.18,52860.95,56745.18,0,3884.23,0
"500033965","ENTERPRISE",28776,3052292,3,2023,2,14-MAR-23,14-MAR-23,21-MAR-23,477843.65,0,0,0,477843.65,43440.33,0,10418.46,0,0,0,10418.46,43440.33,10418.46,33021.87,0,0
"500033965","ENTERPRISE",28776,3089650,3,2023,3,20-APR-23,20-APR-23,21-APR-23,443899.25,0,0,0,443899.25,40354.48,0,37382.94,0,0,0,37382.94,40354.48,37382.94,2971.54,0,0
"500033965","ENTERPRISE",28776,3119931,3,2023,4,18-MAY-23,19-MAY-23,22-MAY-23,362899.99,0,0,0,362899.99,32990.91,0,12918.3,0,0,0,12918.3,32990.91,12918.3,20072.61,0,0
"500033965","ENTERPRISE",28776,3162491,3,2023,5,20-JUN-23,30-JUN-23,21-JUN-23,592430.33,0,0,0,592430.33,53857.3,0,70383.24,0,0,0,70383.24,53857.3,70383.24,0,16525.94,0
"500033965","ENTERPRISE",28776,3188076,3,2023,6,21-JUL-23,27-JUL-23,21-JUL-23,358237.45,0,0,0,358237.45,32567.04,0,102730.89,0,0,0,102730.89,32567.04,102730.89,0,70163.85,0
"500033965","ENTERPRISE",28776,3283020,3,2023,9,19-OCT-23,04-NOV-23,23-OCT-23,524647.24,0,0,0,524647.24,47695.2,0,41862.31,0,0,0,41862.31,47695.2,41862.31,5832.89,0,0
"500033965","ENTERPRISE",28776,3335316,3,2023,11,20-DEC-23,20-JAN-24,21-DEC-23,340398.17,0,0,0,340398.17,30945.29,0,21951.96,0,0,0,21951.96,30945.29,21951.96,8993.33,0,617.97
"500033965","ENTERPRISE",28776,3370403,3,2023,12,19-JAN-24,02-MAR-24,22-JAN-24,550184.55,0,0,0,550184.55,50016.78,0,36895.12,0,0,0,36895.12,50016.78,36895.12,13121.66,0,0
"500033992","ENTERPRISE",43165,3287045,3,2023,1,09-OCT-23,08-NOV-23,21-FEB-23,62109.38,0,0,0,62109.38,5646.31,0,1044.6,0,0,0,1044.6,5646.31,1044.6,4601.71,0,0
"500033992","ENTERPRISE",43165,3287048,3,2023,2,09-OCT-23,08-NOV-23,21-MAR-23,22516.46,0,0,0,22516.46,2046.95,0,191.15,0,0,0,191.15,2046.95,191.15,1855.8,0,0
"500033992","ENTERPRISE",43165,3287057,3,2023,3,09-OCT-23,08-NOV-23,21-APR-23,35861.5,0,0,0,35861.5,3260.14,0,312.95,0,0,0,312.95,3260.14,312.95,2947.19,0,0
"500033992","ENTERPRISE",43165,3287063,3,2023,4,09-OCT-23,08-NOV-23,22-MAY-23,21228.22,0,0,0,21228.22,1929.84,0,1929.29,0,0,0,1929.29,1929.84,1929.29,0.55,0,0
"500033992","ENTERPRISE",43165,3287066,3,2023,5,09-OCT-23,08-NOV-23,21-JUN-23,54887.86,0,0,0,54887.86,4989.81,0,512.89,0,0,0,512.89,4989.81,512.89,4476.92,0,0
"500033992","ENTERPRISE",43165,3287068,3,2023,6,09-OCT-23,08-NOV-23,21-JUL-23,16283.71,0,0,0,16283.71,1480.34,0,282.28,0,0,0,282.28,1480.34,282.28,1198.06,0,0
"500033992","ENTERPRISE",43165,3287072,3,2023,7,09-OCT-23,08-NOV-23,21-AUG-23,39942.03,0,0,0,39942.03,3631.09,0,975.09,0,0,0,975.09,3631.09,975.09,2656,0,0
"500033992","ENTERPRISE",43165,3344262,3,2023,8,18-DEC-23,01-FEB-24,21-SEP-23,88251.91,0,0,0,88251.91,8022.9,0,4657.75,0,0,0,4657.75,8022.9,4657.75,3365.15,0,0
"500033992","ENTERPRISE",43165,3446535,3,2023,9,18-DEC-23,09-MAY-24,23-OCT-23,20374.33,0,0,0,20374.33,1852.21,0,2546.21,0,0,0,2546.21,1852.21,2546.21,0,694,0
"500033992","ENTERPRISE",43165,3344301,3,2023,10,18-DEC-23,01-FEB-24,21-NOV-23,17611.23,0,0,0,17611.23,1601.02,0,92.38,0,0,0,92.38,1601.02,92.38,1508.64,0,0
"500033992","ENTERPRISE",43165,3344315,3,2023,11,18-DEC-23,01-FEB-24,21-DEC-23,46189.03,0,0,0,46189.03,4199,0,771.92,0,0,0,771.92,4199,771.92,3427.08,0,0
"500033992","ENTERPRISE",43165,3378888,3,2023,12,29-FEB-24,09-MAR-24,22-JAN-24,37484.98,0,0,0,37484.98,3407.73,0,1039.51,0,0,0,1039.51,3407.73,1039.51,2368.22,0,0
"500034018","ENTERPRISE",64768,3037404,3,2023,1,06-FEB-23,01-MAR-23,21-FEB-23,372921.96,0,0,0,372921.96,33902,0,31931.85,0,0,0,31931.85,33902,31931.85,1970.15,0,0
"500034018","ENTERPRISE",64768,3080534,3,2023,3,03-APR-23,11-APR-23,21-APR-23,350436.07,0,0,0,350436.07,31857.82,0,29820.35,0,0,0,29820.35,31857.82,29820.35,2037.47,0,0
"500034018","ENTERPRISE",64768,3119474,3,2023,4,05-MAY-23,18-MAY-23,22-MAY-23,339923.01,0,0,0,339923.01,30902.09,0,28892.23,0,0,0,28892.23,30902.09,28892.23,2009.86,0,0
"500034018","ENTERPRISE",64768,3147827,3,2023,5,06-JUN-23,15-JUN-23,21-JUN-23,359751.9,0,0,0,359751.9,32704.72,0,30566.85,0,0,0,30566.85,32704.72,30566.85,2137.87,0,0
"500034018","ENTERPRISE",64768,3207438,3,2023,7,02-AUG-23,17-AUG-23,21-AUG-23,423723.67,0,0,0,423723.67,38520.33,0,36278.92,0,0,0,36278.92,38520.33,36278.92,2241.41,0,0
"500034018","ENTERPRISE",64768,3301605,3,2023,8,06-SEP-23,27-NOV-23,21-SEP-23,437992.12,0,0,0,437992.12,39817.47,0,37483.91,0,0,0,37483.91,39817.47,37483.91,2333.56,0,0
"500034018","ENTERPRISE",64768,3295625,3,2023,9,05-OCT-23,17-NOV-23,23-OCT-23,426748.98,0,0,0,426748.98,38795.36,0,36384.09,0,0,0,36384.09,38795.36,36384.09,2411.27,0,0
"500034018","ENTERPRISE",64768,3286742,3,2023,10,01-NOV-23,08-NOV-23,21-NOV-23,441217.35,0,0,0,441217.35,40110.67,0,38011.85,0,0,0,38011.85,40110.67,38011.85,2098.82,0,0
"500034018","ENTERPRISE",64768,3313773,3,2023,11,06-DEC-23,11-DEC-23,21-DEC-23,426070.52,0,0,0,426070.52,38733.68,0,36646.91,0,0,0,36646.91,38733.68,36646.91,2086.77,0,0
"500034027","ENTERPRISE",42239,3031817,3,2023,1,21-FEB-23,21-FEB-23,21-FEB-23,17050,0,0,0,17050,1550,0,466.87,0,45.45,45.45,421.42,1550,421.42,1128.58,0,0
"500034027","ENTERPRISE",42239,3063631,3,2023,2,20-MAR-23,23-MAR-23,21-MAR-23,16550,0,0,0,16550,1504.55,0,469.23,0,0,0,469.23,1504.55,469.23,1035.32,0,0
"500034027","ENTERPRISE",42239,3098021,3,2023,3,21-APR-23,28-APR-23,21-APR-23,16550,0,0,0,16550,1504.55,0,380.46,0,0,0,380.46,1504.55,380.46,1124.09,0,0
"500034027","ENTERPRISE",42239,3156346,3,2023,5,21-JUN-23,23-JUN-23,21-JUN-23,16550,0,0,0,16550,1504.55,0,470.7,0,0,0,470.7,1504.55,470.7,1033.85,0,0
"500034027","ENTERPRISE",42239,3200919,3,2023,6,21-JUL-23,10-AUG-23,21-JUL-23,16550,0,0,0,16550,1504.55,0,281.01,0,0,0,281.01,1504.55,281.01,1223.54,0,0
"500034027","ENTERPRISE",42239,3216946,3,2023,7,18-AUG-23,28-AUG-23,21-AUG-23,17050,0,0,0,17050,1550,0,508.7,0,45.45,45.45,463.25,1550,463.25,1086.75,0,0
"500034027","ENTERPRISE",42239,3240345,3,2023,8,19-SEP-23,21-SEP-23,21-SEP-23,16550,0,0,0,16550,1504.55,0,298.2,0,0,0,298.2,1504.55,298.2,1206.35,0,0
"500034027","ENTERPRISE",42239,3263415,3,2023,9,16-OCT-23,16-OCT-23,23-OCT-23,16696.3,0,0,0,16696.3,1517.85,0,591.37,0,13.3,13.3,578.07,1517.85,578.07,939.78,0,0
"500034027","ENTERPRISE",42239,3297100,3,2023,10,20-NOV-23,21-NOV-23,21-NOV-23,17050,0,0,0,17050,1550,0,526.39,0,45.45,45.45,480.94,1550,480.94,1069.06,0,0
"500034027","ENTERPRISE",42239,3322843,3,2023,11,21-DEC-23,22-DEC-23,21-DEC-23,16550,0,0,0,16550,1504.55,0,488.95,0,0,0,488.95,1504.55,488.95,1015.6,0,0
"500034027","ENTERPRISE",42239,3336617,3,2023,12,18-JAN-24,23-JAN-24,22-JAN-24,16550,0,0,0,16550,1504.55,0,405.61,0,0,0,405.61,1504.55,405.61,1098.94,0,0
"500034045","ENTERPRISE",153917,3724976,3,2023,1,28-FEB-25,11-MAR-25,21-FEB-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500034045","ENTERPRISE",153917,3724979,3,2023,2,28-FEB-25,11-MAR-25,21-MAR-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500034045","ENTERPRISE",153917,3724982,3,2023,3,28-FEB-25,11-MAR-25,21-APR-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500034045","ENTERPRISE",153917,3724985,3,2023,4,28-FEB-25,11-MAR-25,22-MAY-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500034045","ENTERPRISE",153917,3724986,3,2023,5,28-FEB-25,11-MAR-25,21-JUN-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500034045","ENTERPRISE",153917,3724991,3,2023,6,28-FEB-25,11-MAR-25,21-JUL-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500034045","ENTERPRISE",153917,3724994,3,2023,7,28-FEB-25,11-MAR-25,21-AUG-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500034045","ENTERPRISE",153917,3724999,3,2023,8,28-FEB-25,11-MAR-25,21-SEP-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500034045","ENTERPRISE",153917,3725002,3,2023,9,28-FEB-25,11-MAR-25,23-OCT-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500034045","ENTERPRISE",153917,3725003,3,2023,10,28-FEB-25,11-MAR-25,21-NOV-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500034045","ENTERPRISE",153917,3725008,3,2023,11,28-FEB-25,11-MAR-25,21-DEC-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500034045","ENTERPRISE",153917,3725010,3,2023,12,28-FEB-25,11-MAR-25,22-JAN-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500034072","ENTERPRISE",36284,3505966,3,2023,1,22-FEB-23,03-JUL-24,21-FEB-23,16896.78,0,0,0,16896.78,1536.07,0,974.66,0,0,0,974.66,1536.07,974.66,561.41,0,0
"500034072","ENTERPRISE",36284,3288720,3,2023,3,13-APR-23,10-NOV-23,21-APR-23,,,,,,,,,,,,,,,,,
"500034072","ENTERPRISE",36284,3471832,3,2023,4,26-MAY-23,28-MAY-24,22-MAY-23,12063.52,0,0,0,12063.52,1096.68,0,295.5,0,0,0,295.5,1096.68,295.5,801.18,0,0
"500034072","ENTERPRISE",36284,3477811,3,2023,8,26-SEP-23,03-JUN-24,21-SEP-23,9953.9,0,0,0,9953.9,904.9,0,805.69,0,0,0,805.69,904.9,805.69,99.21,0,0
"500034072","ENTERPRISE",36284,3405173,3,2023,9,10-OCT-23,03-APR-24,23-OCT-23,8224.2,0,0,0,8224.2,747.65,0,1346.23,0,0,0,1346.23,747.65,1346.23,0,598.58,0
"500034072","ENTERPRISE",36284,3505999,3,2023,10,07-DEC-23,03-JUL-24,21-NOV-23,9604.04,0,0,0,9604.04,873.09,0,2072.35,0,0,0,2072.35,873.09,2072.35,0,1199.26,0
"500034072","ENTERPRISE",36284,3505983,3,2023,12,19-JAN-23,03-JUL-24,22-JAN-24,15447.82,0,0,0,15447.82,1404.35,0,1700.84,0,0,0,1700.84,1404.35,1700.84,0,296.49,0
"500034081","ENTERPRISE",52052,3041686,3,2023,1,07-FEB-23,06-MAR-23,21-FEB-23,1722.5,0,0,0,1722.5,156.59,0,0,0,0,0,0,156.59,0,156.59,0,0
"500034081","ENTERPRISE",52052,3088845,3,2023,2,28-FEB-23,19-APR-23,21-MAR-23,1722.5,0,0,0,1722.5,156.59,0,0,0,0,0,0,156.59,0,156.59,0,0
"500034081","ENTERPRISE",52052,3090627,3,2023,3,05-APR-23,21-APR-23,21-APR-23,1722.5,0,0,0,1722.5,156.59,0,0,0,0,0,0,156.59,0,156.59,0,0
"500034081","ENTERPRISE",52052,3147404,3,2023,5,06-JUN-23,14-JUN-23,21-JUN-23,2258.75,0,0,0,2258.75,205.34,0,0,0,0,0,0,205.34,0,205.34,0,0
"500034081","ENTERPRISE",52052,3181986,3,2023,6,05-JUL-23,19-JUL-23,21-JUL-23,2258.75,0,0,0,2258.75,205.34,0,0,0,0,0,0,205.34,0,205.34,0,0
"500034081","ENTERPRISE",52052,3217418,3,2023,7,02-AUG-23,29-AUG-23,21-AUG-23,2258.75,0,0,0,2258.75,205.34,0,0,0,0,0,0,205.34,0,205.34,0,0
"500034081","ENTERPRISE",52052,3228669,3,2023,8,07-SEP-23,07-SEP-23,21-SEP-23,2258.75,0,0,0,2258.75,205.34,0,0,0,0,0,0,205.34,0,205.34,0,0
"500034081","ENTERPRISE",52052,3339093,3,2023,9,03-OCT-23,26-JAN-24,23-OCT-23,2258.75,0,0,0,2258.75,205.34,0,0,0,0,0,0,205.34,0,205.34,0,0
"500034152","ENTERPRISE",39094,3080361,3,2023,1,21-FEB-23,11-APR-23,21-FEB-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500034152","ENTERPRISE",39094,3116299,3,2023,2,21-MAR-23,16-MAY-23,21-MAR-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500034152","ENTERPRISE",39094,3116994,3,2023,3,21-APR-23,17-MAY-23,21-APR-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500034152","ENTERPRISE",39094,3158708,3,2023,4,22-MAY-23,27-JUN-23,22-MAY-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500034152","ENTERPRISE",39094,3183026,3,2023,5,19-JUN-23,20-JUL-23,21-JUN-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500034152","ENTERPRISE",39094,3214109,3,2023,6,20-JUL-23,24-AUG-23,21-JUL-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500034152","ENTERPRISE",39094,3299813,3,2023,7,15-AUG-23,23-NOV-23,21-AUG-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500034152","ENTERPRISE",39094,3284265,3,2023,8,20-SEP-23,06-NOV-23,21-SEP-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500034152","ENTERPRISE",39094,3393590,3,2023,9,18-OCT-23,21-MAR-24,23-OCT-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500034152","ENTERPRISE",39094,3341416,3,2023,10,17-NOV-23,30-JAN-24,21-NOV-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500034152","ENTERPRISE",39094,3519229,3,2023,11,19-DEC-23,16-JUL-24,21-DEC-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500034152","ENTERPRISE",39094,3418750,3,2023,12,19-JAN-24,15-APR-24,22-JAN-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
