"TIN","TaxpayerType","TaxAccountNo","AssessmentNo","FormVersion","TaxPeriodYear","TaxPeriodMonth","ReceiveDate","EntryDate","DueDate","10TotalSales","20ExemptSales","30Zero-ratedSales","40AddLines20and30","50GSTTaxableSales","60OutputDebits","70DeferredImportLiabil","80GSTPaidBus.Input","90GSTPaidExemptSales","100GSTPaidPriv.Purpose","110AddLines90and100","120InputCredits","130OutputDebits","140DeductInputCredits","151GSTPayable","152GSTRefundable","160GSTS64ACrAllowable"
"500000009","ENTERPRISE",27029,3086679,3,2023,2,17-APR-23,17-APR-23,21-MAR-23,22179891.55,19810720.21,13438.29,19824158.5,2355733.05,214157.55,0,544938.1,521205.07,0,521205.07,23733.03,214157.55,23733.03,190424.52,0,0
"500000009","ENTERPRISE",27029,3090716,3,2023,3,21-APR-23,21-APR-23,21-APR-23,24237352.82,23544185.46,6048.18,23550233.64,687119.18,62465.38,0,471937.13,433425.08,0,433425.08,38512.05,62465.38,38512.05,23953.33,0,0
"500000009","ENTERPRISE",27029,3123787,3,2023,4,24-MAY-23,24-MAY-23,22-MAY-23,24276460.41,20761632.33,6858.01,20768490.34,3507970.07,318906.37,0,627046.37,525623.62,0,525623.62,101422.75,318906.37,101422.75,217483.62,0,0
"500000009","ENTERPRISE",27029,3154566,3,2023,5,22-JUN-23,22-JUN-23,21-JUN-23,26087494.57,23597491.63,10486.67,23607978.3,2479516.27,225410.57,0,560468.11,463506.82,0,463506.82,96961.29,225410.57,96961.29,128449.28,0,856.55
"500000009","ENTERPRISE",27029,3184096,3,2023,6,21-JUL-23,21-JUL-23,21-JUL-23,25785731.99,23457433.28,17104.55,23474537.83,2311194.16,210108.56,0,468796.94,396976.13,0,396976.13,71820.81,210108.56,71820.81,138287.75,0,0
"500000009","ENTERPRISE",27029,3217960,3,2023,7,29-AUG-23,29-AUG-23,21-AUG-23,28797103.71,26677380.08,11380.36,26688760.44,2108343.27,191667.57,0,668370.27,492854.04,0,492854.04,175516.23,191667.57,175516.23,16151.34,0,512.69
"500000009","ENTERPRISE",27029,3243914,3,2023,8,26-SEP-23,26-SEP-23,21-SEP-23,29835187.14,23399359.45,21299.68,23420659.13,6414528.01,583138.91,0,906160.65,796619.34,0,796619.34,109541.31,583138.91,109541.31,473597.6,0,0
"500000009","ENTERPRISE",27029,3279151,3,2023,9,31-OCT-23,31-OCT-23,23-OCT-23,25354510.2,23398680.77,19419.46,23418100.23,1936409.97,176037.27,0,672643.62,590832.02,0,590832.02,81811.6,176037.27,81811.6,94225.67,0,0
"500000009","ENTERPRISE",27029,3297588,3,2023,10,21-NOV-23,21-NOV-23,21-NOV-23,28557031.4,25186918.74,0,25186918.74,3370112.66,306373.88,0,648229.86,531547.34,0,531547.34,116682.52,306373.88,116682.52,189691.36,0,0
"500000009","ENTERPRISE",27029,3322808,3,2023,11,22-DEC-23,22-DEC-23,21-DEC-23,29111609.18,25577037.66,12034.7,25589072.36,3522536.82,320230.62,0,666837.44,644076.34,0,644076.34,22761.1,320230.62,22761.1,297469.52,0,0
"500000009","ENTERPRISE",27029,3335781,3,2023,12,22-JAN-24,22-JAN-24,22-JAN-24,29202125.03,26414467.54,22080.61,26436548.15,2765576.88,251416.08,0,772856.61,729956.25,0,729956.25,42900.36,251416.08,42900.36,208515.72,0,0
"500000036","ENTERPRISE",45339,3033397,3,2023,1,20-FEB-23,23-FEB-23,21-FEB-23,200748512.44,176571698.58,0,176571698.58,24176813.86,2197892.17,0,3011181.45,2458914,0,2458914,552267.45,2197892.17,552267.45,1645624.72,0,0
"500000036","ENTERPRISE",45339,3058897,3,2023,2,17-MAR-23,20-MAR-23,21-MAR-23,181794369.97,160641520.67,0,160641520.67,21152849.3,1922986.3,0,2714826.56,2136083.28,0,2136083.28,578743.28,1922986.3,578743.28,1344243.02,0,0
"500000036","ENTERPRISE",45339,3123927,3,2023,3,20-APR-23,24-MAY-23,21-APR-23,210080438.63,188366388.04,0,188366388.04,21714050.59,1974004.6,0,3447769.93,2553639.44,0,2553639.44,894130.49,1974004.6,894130.49,1079874.11,0,0
"500000036","ENTERPRISE",45339,3124094,3,2023,4,23-MAY-23,24-MAY-23,22-MAY-23,191927630.27,176058507.45,0,176058507.45,15869122.82,1442647.53,0,1217512.36,947099.18,0,947099.18,270413.18,1442647.53,270413.18,1172234.35,0,0
"500000036","ENTERPRISE",45339,3158645,3,2023,5,20-JUN-23,27-JUN-23,21-JUN-23,203148708.44,177842770.21,0,177842770.21,25305938.23,2300539.84,0,4420589.73,2753530.24,0,2753530.24,1667059.49,2300539.84,1667059.49,633480.35,0,0
"500000036","ENTERPRISE",45339,3178798,3,2023,6,14-JUL-23,17-JUL-23,21-JUL-23,204166311.41,183945196.66,0,183945196.66,20221114.75,1838283.16,0,3210679.69,2470501.72,0,2470501.72,740177.97,1838283.16,740177.97,1098105.19,0,4630.36
"500000036","ENTERPRISE",45339,3212662,3,2023,7,21-AUG-23,23-AUG-23,21-AUG-23,241861047.02,189425844.75,0,189425844.75,52435202.27,4766836.57,0,5347427.47,4140852.96,0,4140852.96,1206574.51,4766836.57,1206574.51,3560262.06,0,0
"500000036","ENTERPRISE",45339,3244870,3,2023,8,21-SEP-23,27-SEP-23,21-SEP-23,210774610.19,183827279.45,0,183827279.45,26947330.74,2449757.34,0,5014769.65,2976194.14,0,2976194.14,2038575.51,2449757.34,2038575.51,411181.83,0,0
"500000036","ENTERPRISE",45339,3273278,3,2023,9,20-OCT-23,25-OCT-23,23-OCT-23,200220110.55,178633519.7,0,178633519.7,21586590.85,1962417.35,0,3150661.85,2061270.62,0,2061270.62,1089391.23,1962417.35,1089391.23,873026.12,0,0
"500000036","ENTERPRISE",45339,3298312,3,2023,10,21-NOV-23,22-NOV-23,21-NOV-23,215675836.03,197580324.53,0,197580324.53,18095511.5,1645046.5,0,4029398.85,2528823.97,0,2528823.97,1500574.88,1645046.5,1500574.88,144471.62,0,0
"500000036","ENTERPRISE",45339,3323401,3,2023,11,20-DEC-23,28-DEC-23,21-DEC-23,221515966.03,194203293.94,0,194203293.94,27312672.09,2482970.19,0,2928510.29,2470141.02,0,2470141.02,458369.27,2482970.19,458369.27,2024600.92,0,0
"500000036","ENTERPRISE",45339,3338046,3,2023,12,23-JAN-24,25-JAN-24,22-JAN-24,229031680.36,205963264.11,0,205963264.11,23068416.25,2097128.75,0,2889967.52,2464365.83,0,2464365.83,425601.69,2097128.75,425601.69,1671527.06,0,0
"500000045","ENTERPRISE",21744,3498133,3,2023,1,20-FEB-23,25-JUN-24,21-FEB-23,0,0,0,0,0,0,0,4680,0,0,0,4680,0,4680,0,4680,0
"500000045","ENTERPRISE",21744,3498134,3,2023,2,21-MAR-23,25-JUN-24,21-MAR-23,0,0,0,0,0,0,0,70.5,0,0,0,70.5,0,70.5,0,70.5,0
"500000045","ENTERPRISE",21744,3498137,3,2023,3,21-APR-23,25-JUN-24,21-APR-23,0,0,0,0,0,0,0,107.5,0,0,0,107.5,0,107.5,0,107.5,0
"500000045","ENTERPRISE",21744,3498138,3,2023,4,21-MAY-23,25-JUN-24,22-MAY-23,0,0,0,0,0,0,0,195,0,0,0,195,0,195,0,195,0
"500000045","ENTERPRISE",21744,3547481,3,2023,5,19-AUG-24,19-AUG-24,21-JUN-23,0,0,0,0,0,0,0,10873.5,0,0,0,10873.5,0,10873.5,0,10873.5,0
"500000045","ENTERPRISE",21744,3287428,3,2023,6,12-JUL-23,08-NOV-23,21-JUL-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500000045","ENTERPRISE",21744,3326057,3,2023,7,16-AUG-23,05-JAN-24,21-AUG-23,0,0,0,0,0,0,0,214.5,0,0,0,214.5,0,214.5,0,214.5,0
"500000045","ENTERPRISE",21744,3498140,3,2023,8,21-SEP-23,25-JUN-24,21-SEP-23,0,0,0,0,0,0,0,107.5,0,0,0,107.5,0,107.5,0,107.5,0
"500000045","ENTERPRISE",21744,3393500,3,2023,9,21-MAR-24,21-MAR-24,23-OCT-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500000045","ENTERPRISE",21744,3309918,3,2023,10,13-NOV-23,07-DEC-23,21-NOV-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500000045","ENTERPRISE",21744,3498141,3,2023,11,21-DEC-23,25-JUN-24,21-DEC-23,0,0,0,0,0,0,0,255,0,0,0,255,0,255,0,255,0
"500000045","ENTERPRISE",21744,3498142,3,2023,12,20-JAN-24,25-JUN-24,22-JAN-24,0,0,0,0,0,0,0,35,0,0,0,35,0,35,0,35,0
"500000063","ENTERPRISE",52919,3033468,3,2023,1,21-FEB-23,23-FEB-23,21-FEB-23,233938183.61,0,27717780.21,27717780.21,206220403.4,18747309.4,4863849.54,8011433.82,0,0,0,8011433.82,23611158.94,8011433.82,15599725.12,0,12879.17
"500000063","ENTERPRISE",52919,3063763,3,2023,2,22-MAR-23,23-MAR-23,21-MAR-23,208739440.17,0,14443180.43,14443180.43,194296259.74,17663296.34,0,5220470.17,0,0,0,5220470.17,17663296.34,5220470.17,12442826.17,0,144111.38
"500000063","ENTERPRISE",52919,3455750,3,2023,3,21-APR-23,15-MAY-24,21-APR-23,263767574.58,0,38169715.37,38169715.37,225597859.21,20508896.29,21872681.69,53704409.63,0,0,0,53704409.63,42381577.98,53704409.63,0,11322831.65,140480.23
"500000063","ENTERPRISE",52919,3396544,3,2023,4,25-MAR-24,25-MAR-24,22-MAY-23,282865712.23,0,117587344.92,117587344.92,165278367.31,15025306.12,8348490.89,19155395.48,0,0,0,19155395.48,23373797.01,19155395.48,4218401.53,0,155729.57
"500000063","ENTERPRISE",52919,3396485,3,2023,5,21-JUN-23,25-MAR-24,21-JUN-23,264233420.72,0,134038667.82,134038667.82,130194752.9,11835886.63,11005152.15,17224219.34,0,0,0,17224219.34,22841038.78,17224219.34,5616819.44,0,157405.91
"500000063","ENTERPRISE",52919,3180614,3,2023,6,21-JUL-23,18-JUL-23,21-JUL-23,237565749.86,0,68156850.04,68156850.04,169408899.82,15400809.07,1436538.58,4461868.35,0,0,0,4461868.35,16837347.65,4461868.35,12375479.3,0,162309.61
"500000063","ENTERPRISE",52919,3213651,3,2023,7,21-AUG-23,24-AUG-23,21-AUG-23,176978009.37,0,1869151.06,1869151.06,175108858.31,15918987.12,0,7846888.07,0,0,0,7846888.07,15918987.12,7846888.07,8072099.05,0,130843.52
"500000063","ENTERPRISE",52919,3480641,3,2023,8,21-SEP-23,05-JUN-24,21-SEP-23,175379801.07,0,122273.95,122273.95,175257527.12,15932502.47,6908059.32,24429371.74,0,0,0,24429371.74,22840561.79,24429371.74,0,1588809.95,35896.67
"500000063","ENTERPRISE",52919,3276938,3,2023,9,23-OCT-23,30-OCT-23,23-OCT-23,142776283.01,0,6815142.59,6815142.59,135961140.42,12360103.67,0,9792992.92,0,0,0,9792992.92,12360103.67,9792992.92,2567110.75,0,144095.9
"500000063","ENTERPRISE",52919,3737968,3,2023,10,21-NOV-23,21-MAR-25,21-NOV-23,161603522.54,0,11588334.11,11588334.11,150015188.43,13637744.4,20613971.91,36789885.06,0,0,0,36789885.06,34251716.31,36789885.06,0,2538168.75,123540.42
"500000063","ENTERPRISE",52919,3324197,3,2023,11,21-DEC-23,03-JAN-24,21-DEC-23,197420377.22,0,18997500.99,18997500.99,178422876.23,16220261.48,168164.31,9154495.92,0,0,0,9154495.92,16388425.79,9154495.92,7233929.87,0,116872.31
"500000063","ENTERPRISE",52919,3338208,3,2023,12,19-JAN-24,25-JAN-24,22-JAN-24,201831466.92,0,11138001.32,11138001.32,190693465.6,17335769.6,1339889.93,3778119.42,0,0,0,3778119.42,18675659.53,3778119.42,14897540.11,0,88210.07
"500000081","ENTERPRISE",40415,3419180,3,2023,1,15-APR-24,15-APR-24,21-FEB-23,115504443.81,0,102249780.83,102249780.83,13254662.98,1204969.36,0,2527023.44,0,2497.64,2497.64,2524525.8,1204969.36,2524525.8,0,1319556.44,0
"500000081","ENTERPRISE",40415,3419192,3,2023,2,15-APR-24,15-APR-24,21-MAR-23,161697784.66,0,153530971.99,153530971.99,8166812.67,742437.52,0,3832048.84,0,881.76,881.76,3831167.08,742437.52,3831167.08,0,3088729.56,0
"500000081","ENTERPRISE",40415,3522428,3,2023,3,15-APR-24,19-JUL-24,21-APR-23,69387805.21,0,61268732.2,61268732.2,8119073.01,738097.55,0,3563084.42,0,419.39,419.39,3562665.03,738097.55,3562665.03,0,2824567.48,0
"500000081","ENTERPRISE",40415,3419721,3,2023,4,16-APR-24,16-APR-24,22-MAY-23,56275315.98,0,48804730.54,48804730.54,7470585.44,679144.13,0,3797234.78,0,9872.31,9872.31,3787362.47,679144.13,3787362.47,0,3108218.34,0
"500000081","ENTERPRISE",40415,3522398,3,2023,5,19-JUL-24,19-JUL-24,21-JUN-23,111078282.43,0,97161501.76,97161501.76,13916780.67,1265161.88,0,2993664.87,0,23920.16,23920.16,2969744.71,1265161.88,2969744.71,0,1704582.83,0
"500000081","ENTERPRISE",40415,3522364,3,2023,6,19-JUL-24,19-JUL-24,21-JUL-23,47128563.64,0,32371283.83,32371283.83,14757279.81,1341570.89,0,2773250.14,0,750.43,750.43,2772499.71,1341570.89,2772499.71,0,1430928.82,0
"500000081","ENTERPRISE",40415,3522348,3,2023,7,19-JUL-24,19-JUL-24,21-AUG-23,121973589.76,0,112443210.64,112443210.64,9530379.12,866398.1,0,2378651.34,0,83.08,83.08,2378568.26,866398.1,2378568.26,0,1512170.16,0
"500000081","ENTERPRISE",40415,3522320,3,2023,8,19-JUL-24,19-JUL-24,21-SEP-23,84588259.17,0,64506622.58,64506622.58,20081636.59,1825603.33,0,5987278.16,0,2406.76,2406.76,5984871.4,1825603.33,5984871.4,0,4159268.07,0
"500000081","ENTERPRISE",40415,3522294,3,2023,9,19-JUL-24,19-JUL-24,23-OCT-23,97205522.04,0,81348994.11,81348994.11,15856527.93,1441502.54,0,3014476.04,0,751.9,751.9,3013724.14,1441502.54,3013724.14,0,1572221.6,0
"500000081","ENTERPRISE",40415,3522271,3,2023,10,19-JUL-24,19-JUL-24,21-NOV-23,91904112.26,0,78417073.79,78417073.79,13487038.47,1226094.41,0,4168328.02,0,35000,35000,4133328.02,1226094.41,4133328.02,0,2907233.61,0
"500000081","ENTERPRISE",40415,3522248,3,2023,11,19-JUL-24,19-JUL-24,21-DEC-23,110687512.5,0,92715682.1,92715682.1,17971830.4,1633802.76,0,2796794.1,0,0,0,2796794.1,1633802.76,2796794.1,0,1162991.34,0
"500000081","ENTERPRISE",40415,3624462,3,2023,12,01-NOV-24,01-NOV-24,22-JAN-24,85414136.14,0,65473522.53,65473522.53,19940613.61,1812783.06,0,3272714.43,0,96867.49,96867.49,3175846.94,1812783.06,3175846.94,0,1363063.88,0
"500000107","ENTERPRISE",28363,3031626,3,2023,1,20-FEB-23,21-FEB-23,21-FEB-23,6208160.2,0,0,0,6208160.2,564378.2,0,556606.2,0,0,0,556606.2,564378.2,556606.2,7772,0,0
"500000107","ENTERPRISE",28363,3061675,3,2023,2,22-MAR-23,22-MAR-23,21-MAR-23,6679095.06,0,0,0,6679095.06,607190.46,0,409045.81,0,0,0,409045.81,607190.46,409045.81,198144.65,0,0
"500000107","ENTERPRISE",28363,3091421,3,2023,3,21-APR-23,21-APR-23,21-APR-23,5678642.2,0,0,0,5678642.2,516240.2,0,510680.45,0,0,0,510680.45,516240.2,510680.45,5559.75,0,0
"500000107","ENTERPRISE",28363,3123012,3,2023,4,24-MAY-23,24-MAY-23,22-MAY-23,4964375.35,0,0,0,4964375.35,451306.85,0,442522.06,0,0,0,442522.06,451306.85,442522.06,8784.79,0,0
"500000107","ENTERPRISE",28363,3153878,3,2023,5,22-JUN-23,22-JUN-23,21-JUN-23,2827975.81,0,0,0,2827975.81,257088.71,0,252022.65,0,0,0,252022.65,257088.71,252022.65,5066.06,0,0
"500000107","ENTERPRISE",28363,3169837,3,2023,6,07-JUL-23,07-JUL-23,21-JUL-23,9884611,0,0,0,9884611,898601,0,550923.15,0,0,0,550923.15,898601,550923.15,347677.85,0,0
"500000107","ENTERPRISE",28363,3208629,3,2023,7,18-AUG-23,18-AUG-23,21-AUG-23,6173199.12,0,0,0,6173199.12,561199.92,0,346360.28,0,0,0,346360.28,561199.92,346360.28,214839.64,0,0
"500000107","ENTERPRISE",28363,3239451,3,2023,8,21-SEP-23,21-SEP-23,21-SEP-23,3666586.66,0,0,0,3666586.66,333326.06,0,326476.81,0,0,0,326476.81,333326.06,326476.81,6849.25,0,0
"500000107","ENTERPRISE",28363,3276745,3,2023,9,30-OCT-23,30-OCT-23,23-OCT-23,6887577.51,0,0,0,6887577.51,626143.41,0,413563.98,0,0,0,413563.98,626143.41,413563.98,212579.43,0,0
"500000107","ENTERPRISE",28363,3297519,3,2023,10,21-NOV-23,21-NOV-23,21-NOV-23,4268270.49,0,0,0,4268270.49,388024.59,0,387859.68,0,0,0,387859.68,388024.59,387859.68,164.91,0,0
"500000107","ENTERPRISE",28363,3314402,3,2023,11,12-DEC-23,12-DEC-23,21-DEC-23,4582320.71,0,0,0,4582320.71,416574.61,0,281000.34,0,0,0,281000.34,416574.61,281000.34,135574.27,0,0
"500000107","ENTERPRISE",28363,3335713,3,2023,12,22-JAN-24,22-JAN-24,22-JAN-24,5325388.09,0,0,0,5325388.09,484126.19,0,228685.64,0,0,0,228685.64,484126.19,228685.64,255440.55,0,0
"500000116","ENTERPRISE",52081,3033408,3,2023,1,20-FEB-23,23-FEB-23,21-FEB-23,12170487.19,0,516268.02,516268.02,11654219.17,1059474.47,0,193844.67,0,0,0,193844.67,1059474.47,193844.67,865629.8,0,1033.59
"500000116","ENTERPRISE",52081,3060772,3,2023,2,21-MAR-23,21-MAR-23,21-MAR-23,11978638.81,0,479537.79,479537.79,11499101.02,1045372.82,0,492797.04,0,0,0,492797.04,1045372.82,492797.04,552575.78,0,11137.94
"500000116","ENTERPRISE",52081,3090877,3,2023,3,22-APR-23,21-APR-23,21-APR-23,13422847.42,0,549826.71,549826.71,12873020.71,1170274.61,0,824291.77,0,0,0,824291.77,1170274.61,824291.77,345982.84,0,6431.28
"500000116","ENTERPRISE",52081,3124484,3,2023,4,19-MAY-23,25-MAY-23,22-MAY-23,10534177.96,0,475041.4,475041.4,10059136.56,914466.96,0,366484.32,0,0,0,366484.32,914466.96,366484.32,547982.64,0,10601.71
"500000116","ENTERPRISE",52081,3152410,3,2023,5,20-JUN-23,21-JUN-23,21-JUN-23,12830462.16,0,536868.98,536868.98,12293593.18,1117599.38,0,1046680.67,0,0,0,1046680.67,1117599.38,1046680.67,70918.71,0,1735.51
"500000116","ENTERPRISE",52081,3184436,3,2023,6,20-JUL-23,21-JUL-23,21-JUL-23,12485034.91,0,951613.23,951613.23,11533421.68,1048492.88,0,676122.46,0,0,0,676122.46,1048492.88,676122.46,372370.42,0,3247.28
"500000116","ENTERPRISE",52081,3209053,3,2023,7,18-AUG-23,18-AUG-23,21-AUG-23,11631240.82,0,480351.73,480351.73,11150889.09,1013717.19,0,684753.42,0,0,0,684753.42,1013717.19,684753.42,328963.77,0,4983.2
"500000116","ENTERPRISE",52081,3241955,3,2023,8,20-SEP-23,25-SEP-23,21-SEP-23,13031361.98,0,536868.98,536868.98,12494493,1135863,0,642963.08,0,0,0,642963.08,1135863,642963.08,492899.92,0,10119.25
"500000116","ENTERPRISE",52081,3272572,3,2023,9,20-OCT-23,25-OCT-23,23-OCT-23,11560693.09,0,364693.33,364693.33,11195999.76,1017818.16,0,335357.41,0,0,0,335357.41,1017818.16,335357.41,682460.75,0,3656.25
"500000116","ENTERPRISE",52081,3299589,3,2023,10,17-NOV-23,23-NOV-23,21-NOV-23,12781218.61,0,604872.78,604872.78,12176345.83,1106940.53,0,707653.29,0,0,0,707653.29,1106940.53,707653.29,399287.24,0,10037.17
"500000116","ENTERPRISE",52081,3325415,3,2023,11,19-DEC-23,04-JAN-24,21-DEC-23,12104870.48,0,431825.36,431825.36,11673045.12,1061185.92,0,696994.73,0,0,0,696994.73,1061185.92,696994.73,364191.19,0,1725.92
"500000116","ENTERPRISE",52081,3342636,3,2023,12,20-JAN-24,31-JAN-24,22-JAN-24,11258645.51,0,413166.14,413166.14,10845479.37,985952.67,0,717112.62,0,0,0,717112.62,985952.67,717112.62,268840.05,0,2947.2
"500000125","ENTERPRISE",23377,3554710,3,2023,1,14-FEB-23,28-AUG-24,21-FEB-23,12572015.93,0,5127459.03,5127459.03,7444556.9,676777.9,0,202770.75,0,0,0,202770.75,676777.9,202770.75,474007.15,0,0
"500000125","ENTERPRISE",23377,3554690,3,2023,2,28-AUG-24,28-AUG-24,21-MAR-23,,,,,,,,,,,,,,,,,
"500000125","ENTERPRISE",23377,3554702,3,2023,3,28-AUG-24,28-AUG-24,21-APR-23,,,,,,,,,,,,,,,,,
"500000125","ENTERPRISE",23377,3129237,3,2023,4,19-MAY-23,30-MAY-23,22-MAY-23,17203945.94,0,4889739.86,4889739.86,12314206.08,1119473.28,0,1116256.94,0,0,0,1116256.94,1119473.28,1116256.94,3216.34,0,0
"500000125","ENTERPRISE",23377,3582181,3,2023,5,20-JUN-23,25-SEP-24,21-JUN-23,21045276.13,0,4651539.87,4651539.87,16393736.26,1490339.66,0,640013.79,0,0,0,640013.79,1490339.66,640013.79,850325.87,0,0
"500000125","ENTERPRISE",23377,3191980,3,2023,6,18-JUL-23,01-AUG-23,21-JUL-23,16762589.98,0,4249607.63,4249607.63,12512982.35,1137543.85,0,429189.39,0,0,0,429189.39,1137543.85,429189.39,708354.46,0,0
"500000125","ENTERPRISE",23377,3202219,3,2023,7,09-AUG-23,11-AUG-23,21-AUG-23,20127134.58,0,8114194.52,8114194.52,12012940.06,1092085.46,0,194629.76,0,0,0,194629.76,1092085.46,194629.76,897455.7,0,0
"500000125","ENTERPRISE",23377,3349560,3,2023,8,19-SEP-23,08-FEB-24,21-SEP-23,20414280.78,0,6935162.38,6935162.38,13479118.4,1225374.4,0,489759.85,0,0,0,489759.85,1225374.4,489759.85,735614.55,0,0
"500000125","ENTERPRISE",23377,3268352,3,2023,9,18-OCT-23,20-OCT-23,23-OCT-23,24856194.14,0,5209426.67,5209426.67,19646767.47,1786069.77,0,496240.34,0,0,0,496240.34,1786069.77,496240.34,1289829.43,0,0
"500000125","ENTERPRISE",23377,3302078,3,2023,10,17-NOV-23,27-NOV-23,21-NOV-23,21937887.33,0,5459420.82,5459420.82,16478466.51,1498042.41,0,453455.58,0,0,0,453455.58,1498042.41,453455.58,1044586.83,0,0
"500000125","ENTERPRISE",23377,3320904,3,2023,11,13-DEC-23,19-DEC-23,21-DEC-23,18216482.31,0,6405688.59,6405688.59,11810793.72,1073708.52,0,448748.05,0,0,0,448748.05,1073708.52,448748.05,624960.47,0,0
"500000125","ENTERPRISE",23377,3336776,3,2023,12,17-JAN-24,23-JAN-24,22-JAN-24,15062705.62,0,5058122.57,5058122.57,10004583.05,909507.55,0,287849.57,0,0,0,287849.57,909507.55,287849.57,621657.98,0,0
"500000134","ENTERPRISE",28915,3025068,3,2023,1,10-FEB-23,14-FEB-23,21-FEB-23,11058728.01,1192607.24,0,1192607.24,9866120.77,896920.07,0,220684.92,0,0,0,220684.92,896920.07,220684.92,676235.15,0,0
"500000134","ENTERPRISE",28915,3085563,3,2023,2,21-MAR-23,14-APR-23,21-MAR-23,7808274.96,494858.36,0,494858.36,7313416.6,664856.05,0,835792.52,0,0,0,835792.52,664856.05,835792.52,0,170936.47,0
"500000134","ENTERPRISE",28915,3126520,3,2023,3,21-APR-23,26-MAY-23,21-APR-23,8791436.66,901433.62,0,901433.62,7890003.04,717273,0,871520.27,0,0,0,871520.27,717273,871520.27,0,154247.27,0
"500000134","ENTERPRISE",28915,3123526,3,2023,4,19-MAY-23,24-MAY-23,22-MAY-23,7186255.26,37632.74,0,37632.74,7148622.52,649874.77,0,490423.51,0,0,0,490423.51,649874.77,490423.51,159451.26,0,0
"500000134","ENTERPRISE",28915,3476951,3,2023,5,22-JUN-23,31-MAY-24,21-JUN-23,15531174.58,6535320.89,0,6535320.89,8995853.69,817804.88,0,787941.9,0,0,0,787941.9,817804.88,787941.9,29862.98,0,0
"500000134","ENTERPRISE",28915,3477672,3,2023,6,21-JUL-23,01-JUN-24,21-JUL-23,8514750.11,3834985.47,0,3834985.47,4679764.64,425433.15,0,354875.66,0,0,0,354875.66,425433.15,354875.66,70557.49,0,0
"500000134","ENTERPRISE",28915,3476947,3,2023,8,21-SEP-23,31-MAY-24,21-SEP-23,14153832.39,101785.48,0,101785.48,14052046.91,1277458.81,0,912933.79,0,0,0,912933.79,1277458.81,912933.79,364525.02,0,0
"500000134","ENTERPRISE",28915,3476943,3,2023,9,27-OCT-23,31-MAY-24,23-OCT-23,10722712.33,283430.39,0,283430.39,10439281.94,949025.63,0,733613.84,0,0,0,733613.84,949025.63,733613.84,215411.79,0,0
"500000134","ENTERPRISE",28915,3305424,3,2023,10,24-NOV-23,04-DEC-23,21-NOV-23,9993387.78,1555997.09,0,1555997.09,8437390.69,767035.52,0,170706.54,0,0,0,170706.54,767035.52,170706.54,596328.98,0,0
"500000134","ENTERPRISE",28915,3476148,3,2023,11,30-MAY-24,31-MAY-24,21-DEC-23,8733724.19,40209.77,0,40209.77,8693514.42,790319.49,0,309904.03,0,0,0,309904.03,790319.49,309904.03,480415.46,0,0
"500000134","ENTERPRISE",28915,3365253,3,2023,12,20-FEB-24,23-FEB-24,22-JAN-24,18179777.69,627958.99,0,627958.99,17551818.7,1595619.88,0,1364626.78,0,0,0,1364626.78,1595619.88,1364626.78,230993.1,0,0
"500000143","ENTERPRISE",32363,3032350,3,2023,1,21-FEB-23,21-FEB-23,21-FEB-23,94619026.37,0,165210.32,165210.32,94453816.05,8586710.55,0,2837289.71,0,0,0,2837289.71,8586710.55,2837289.71,5749420.84,0,0
"500000143","ENTERPRISE",32363,3061808,3,2023,2,21-MAR-23,22-MAR-23,21-MAR-23,74913219.38,0,207448.24,207448.24,74705771.14,6791433.74,0,4044309.57,0,0,0,4044309.57,6791433.74,4044309.57,2747124.17,0,0
"500000143","ENTERPRISE",32363,3094660,3,2023,3,25-APR-23,26-APR-23,21-APR-23,80668254.61,0,186223.86,186223.86,80482030.75,7316548.25,0,2146159.15,0,0,0,2146159.15,7316548.25,2146159.15,5170389.1,0,0
"500000143","ENTERPRISE",32363,3124776,3,2023,4,23-MAY-23,25-MAY-23,22-MAY-23,64169731.42,0,159222,159222,64010509.42,5819137.22,0,2088736.05,0,0,0,2088736.05,5819137.22,2088736.05,3730401.17,0,0
"500000143","ENTERPRISE",32363,3152616,3,2023,5,21-JUN-23,21-JUN-23,21-JUN-23,91488726.31,0,39313.53,39313.53,91449412.78,8313582.98,0,2570512.07,0,0,0,2570512.07,8313582.98,2570512.07,5743070.91,0,0
"500000143","ENTERPRISE",32363,3185747,3,2023,6,21-JUL-23,25-JUL-23,21-JUL-23,64510196.44,0,305493.46,305493.46,64204702.98,5836791.18,0,1453884.35,0,0,0,1453884.35,5836791.18,1453884.35,4382906.83,0,0
"500000143","ENTERPRISE",32363,3209631,3,2023,7,18-AUG-23,21-AUG-23,21-AUG-23,81789795.57,0,455319.82,455319.82,81334475.75,7394043.25,0,3613560.07,0,0,0,3613560.07,7394043.25,3613560.07,3780483.18,0,0
"500000143","ENTERPRISE",32363,3241865,3,2023,8,20-SEP-23,25-SEP-23,21-SEP-23,88183377.32,0,235649.76,235649.76,87947727.56,7995247.96,0,3396171.34,0,0,0,3396171.34,7995247.96,3396171.34,4599076.62,0,0
